UQID,Category,DateTimeStamp
15582,D,2022-03-14 20:46:15.374516
15583,I,2022-03-14 20:46:24.660245
15584,B,2022-03-14 20:46:32.335790
15585,G,2022-03-14 20:46:37.245256
15586,F,2022-03-14 20:47:15.234207
15587,A,2022-03-14 20:47:44.135136
15588,J,2022-03-14 20:47:44.937249
15589,H,2022-03-14 20:48:19.606753
15590,A,2022-03-14 20:48:29.192355
15591,C,2022-03-14 20:48:31.847558
15592,G,2022-03-14 20:48:35.076966
15593,J,2022-03-14 20:48:44.139338
15594,G,2022-03-14 20:49:01.916826
15595,H,2022-03-14 20:49:10.437802
15596,I,2022-03-14 20:49:28.043329
15597,F,2022-03-14 20:49:56.464223
15598,E,2022-03-14 20:50:00.688981
15599,D,2022-03-14 20:50:01.193067
15600,J,2022-03-14 20:50:16.001440
15601,A,2022-03-14 20:50:27.115959
15602,E,2022-03-14 20:51:04.574173
15603,F,2022-03-14 20:51:09.019879
15604,B,2022-03-14 20:51:23.972317
15605,F,2022-03-14 20:52:31.331637
15606,C,2022-03-14 20:52:39.868703
15607,F,2022-03-14 20:52:52.593203
15608,H,2022-03-14 20:52:59.613144
15609,J,2022-03-14 20:53:09.012777
15610,A,2022-03-14 20:54:15.354296
15611,F,2022-03-14 20:54:43.679938
15612,A,2022-03-14 20:55:02.134953
15613,A,2022-03-14 20:55:26.923771
15614,E,2022-03-14 20:55:41.903126
15615,I,2022-03-14 20:55:43.241278
15616,B,2022-03-14 20:55:54.441084
15617,C,2022-03-14 20:56:06.281064
15618,E,2022-03-14 20:57:04.563906
15619,H,2022-03-14 20:57:11.958300
15620,B,2022-03-14 20:57:22.998050
15621,I,2022-03-14 20:58:01.808882
15622,H,2022-03-14 20:58:40.348301
15623,F,2022-03-14 20:59:07.199302
15624,I,2022-03-14 20:59:09.264956
15625,J,2022-03-14 20:59:27.501276
15626,A,2022-03-14 21:00:06.333261
15627,A,2022-03-14 21:00:16.631977
15628,B,2022-03-14 21:01:22.715463
15629,J,2022-03-14 21:01:23.875695
15630,C,2022-03-14 21:01:29.318286
15631,A,2022-03-14 21:01:42.661296
15632,I,2022-03-14 21:01:50.769114
15633,I,2022-03-14 21:02:07.415598
15634,C,2022-03-14 21:02:20.091542
15635,C,2022-03-14 21:02:20.208933
15636,F,2022-03-14 21:02:38.033011
15637,I,2022-03-14 21:02:40.138819
15638,F,2022-03-14 21:02:43.562496
15639,F,2022-03-14 21:02:51.520066
15640,F,2022-03-14 21:03:16.186701
15641,F,2022-03-14 21:03:28.605972
15642,A,2022-03-14 21:03:34.952437
15643,F,2022-03-14 21:03:37.882754
15644,H,2022-03-14 21:03:43.980165
15645,B,2022-03-14 21:04:00.042774
15646,A,2022-03-14 21:04:04.865543
15647,C,2022-03-14 21:04:17.860195
15648,F,2022-03-14 21:04:27.082712
15649,I,2022-03-14 21:04:30.323239
15650,B,2022-03-14 21:04:35.996847
15651,I,2022-03-14 21:04:41.251285
15652,F,2022-03-14 21:06:05.301770
15653,G,2022-03-14 21:06:18.815987
15654,I,2022-03-14 21:06:39.868148
15655,E,2022-03-14 21:07:24.354492
15656,D,2022-03-14 21:07:57.069534
15657,B,2022-03-14 21:08:03.050877
15658,C,2022-03-14 21:08:15.308060
15659,A,2022-03-14 21:08:23.899570
15660,E,2022-03-14 21:08:31.153656
15661,A,2022-03-14 21:09:01.061343
15662,I,2022-03-14 21:10:03.009217
15663,B,2022-03-14 21:10:04.772318
15664,D,2022-03-14 21:10:42.159248
15665,D,2022-03-14 21:12:14.366473
15666,E,2022-03-14 21:13:01.049077
15667,A,2022-03-14 21:13:16.346180
15668,C,2022-03-14 21:13:32.693609
15669,E,2022-03-14 21:13:54.628699
15670,B,2022-03-14 21:14:27.058317
15671,I,2022-03-14 21:14:32.827078
15672,F,2022-03-14 21:14:52.005228
15673,E,2022-03-14 21:14:56.309690
15674,F,2022-03-14 21:15:00.075781
15675,G,2022-03-14 21:15:15.821257
15676,A,2022-03-14 21:15:19.295000
15677,E,2022-03-14 21:15:21.376769
15678,D,2022-03-14 21:15:23.853158
15679,J,2022-03-14 21:15:47.518157
15680,I,2022-03-14 21:16:17.782667
15681,J,2022-03-14 21:16:27.202896
15682,A,2022-03-14 21:16:34.160098
15683,F,2022-03-14 21:16:58.122167
15684,E,2022-03-14 21:16:59.053344
15685,D,2022-03-14 21:18:09.504690
15686,H,2022-03-14 21:18:13.837154
15687,F,2022-03-14 21:18:56.619404
15688,E,2022-03-14 21:18:56.896723
15689,B,2022-03-14 21:18:59.984529
15690,G,2022-03-14 21:19:08.775092
15691,I,2022-03-14 21:19:11.774359
15692,I,2022-03-14 21:19:15.820071
15693,E,2022-03-14 21:19:29.384440
15694,A,2022-03-14 21:19:47.398271
15695,H,2022-03-14 21:19:53.386617
15696,G,2022-03-14 21:20:02.376574
15697,J,2022-03-14 21:20:21.922744
15698,H,2022-03-14 21:20:46.381326
15699,J,2022-03-14 21:20:56.937700
15700,E,2022-03-14 21:21:08.713076
15701,I,2022-03-14 21:21:14.284956
15702,G,2022-03-14 21:22:09.471009
15703,I,2022-03-14 21:22:47.668015
15704,B,2022-03-14 21:23:01.297892
15705,I,2022-03-14 21:23:13.693027
15706,B,2022-03-14 21:23:29.588204
15707,B,2022-03-14 21:24:08.819033
15708,D,2022-03-14 21:24:37.330211
15709,B,2022-03-14 21:24:51.498898
15710,J,2022-03-14 21:25:13.890843
15711,D,2022-03-14 21:25:13.948482
15712,B,2022-03-14 21:25:42.747776
15713,A,2022-03-14 21:25:45.167609
15714,F,2022-03-14 21:25:51.994328
15715,D,2022-03-14 21:26:01.437444
15716,A,2022-03-14 21:26:12.379641
15717,J,2022-03-14 21:26:17.206547
15718,A,2022-03-14 21:26:18.306390
15719,F,2022-03-14 21:26:37.127654
15720,A,2022-03-14 21:26:46.321693
15721,E,2022-03-14 21:26:51.571017
15722,I,2022-03-14 21:26:56.097150
15723,H,2022-03-14 21:27:27.292804
15724,C,2022-03-14 21:27:46.033632
15725,E,2022-03-14 21:28:06.089369
15726,B,2022-03-14 21:28:12.680699
15727,E,2022-03-14 21:28:29.189524
15728,G,2022-03-14 21:28:54.294042
15729,A,2022-03-14 21:29:27.187010
15730,D,2022-03-14 21:29:30.137228
15731,B,2022-03-14 21:29:36.103577
15732,F,2022-03-14 21:30:20.247316
15733,I,2022-03-14 21:31:35.239016
15734,B,2022-03-14 21:32:04.763219
15735,J,2022-03-14 21:32:17.834533
15736,F,2022-03-14 21:32:23.276788
15737,H,2022-03-14 21:32:27.945293
15738,C,2022-03-14 21:32:49.823566
15739,I,2022-03-14 21:32:52.912075
15740,D,2022-03-14 21:33:10.216290
15741,B,2022-03-14 21:33:17.730747
15742,D,2022-03-14 21:33:36.567980
15743,E,2022-03-14 21:33:42.364850
15744,C,2022-03-14 21:33:43.573489
15745,I,2022-03-14 21:33:45.673732
15746,G,2022-03-14 21:34:03.203216
15747,G,2022-03-14 21:34:10.730736
15748,E,2022-03-14 21:34:17.426515
15749,F,2022-03-14 21:34:25.738342
15750,I,2022-03-14 21:35:05.448615
15751,D,2022-03-14 21:35:07.827441
15752,H,2022-03-14 21:35:12.127079
15753,B,2022-03-14 21:35:12.404214
15754,G,2022-03-14 21:35:17.417440
15755,D,2022-03-14 21:35:48.913356
15756,I,2022-03-14 21:35:53.009758
15757,E,2022-03-14 21:35:59.301427
15758,E,2022-03-14 21:36:07.215859
15759,E,2022-03-14 21:36:20.625576
15760,B,2022-03-14 21:36:22.901455
15761,I,2022-03-14 21:36:32.338542
15762,J,2022-03-14 21:36:52.776148
15763,B,2022-03-14 21:37:11.982526
15764,H,2022-03-14 21:37:44.526772
15765,A,2022-03-14 21:38:26.444913
15766,C,2022-03-14 21:38:29.274288
15767,H,2022-03-14 21:38:52.308904
15768,I,2022-03-14 21:39:15.880422
15769,J,2022-03-14 21:39:42.995197
15770,G,2022-03-14 21:39:52.212596
15771,D,2022-03-14 21:41:03.878939
15772,B,2022-03-14 21:41:20.247452
15773,G,2022-03-14 21:41:40.278157
15774,G,2022-03-14 21:41:46.134904
15775,H,2022-03-14 21:42:10.650677
15776,D,2022-03-14 21:42:23.176294
15777,F,2022-03-14 21:42:44.676731
15778,A,2022-03-14 21:42:57.236884
15779,H,2022-03-14 21:43:33.113854
15780,C,2022-03-14 21:43:44.618723
15781,B,2022-03-14 21:43:54.866050
15782,G,2022-03-14 21:44:06.223001
15783,G,2022-03-14 21:44:42.009341
15784,J,2022-03-14 21:45:12.568270
15785,E,2022-03-14 21:45:46.195608
15786,A,2022-03-14 21:46:10.068651
15787,G,2022-03-14 21:46:11.285193
15788,I,2022-03-14 21:47:12.850680
15789,J,2022-03-14 21:47:39.704589
15790,F,2022-03-14 21:48:08.445218
15791,I,2022-03-14 21:48:20.636312
15792,B,2022-03-14 21:48:27.216983
15793,D,2022-03-14 21:48:39.560234
15794,J,2022-03-14 21:49:06.510930
15795,D,2022-03-14 21:49:34.960984
15796,A,2022-03-14 21:49:42.184071
15797,F,2022-03-14 21:50:25.384258
15798,A,2022-03-14 21:51:04.901628
15799,C,2022-03-14 21:51:24.616762
15800,B,2022-03-14 21:51:57.561572
15801,I,2022-03-14 21:52:06.111571
15802,F,2022-03-14 21:52:23.565304
15803,J,2022-03-14 21:52:55.586736
15804,E,2022-03-14 21:52:56.771397
15805,F,2022-03-14 21:53:25.408044
15806,F,2022-03-14 21:53:52.988413
15807,G,2022-03-14 21:54:15.383646
15808,C,2022-03-14 21:54:32.945872
15809,H,2022-03-14 21:54:52.149928
15810,E,2022-03-14 21:54:52.724821
15811,H,2022-03-14 21:55:26.696727
15812,H,2022-03-14 21:56:00.314372
15813,J,2022-03-14 21:56:41.930196
15814,B,2022-03-14 21:56:51.483005
15815,A,2022-03-14 21:56:54.875201
15816,J,2022-03-14 21:56:55.622247
15817,G,2022-03-14 21:57:07.719035
15818,H,2022-03-14 21:57:14.565221
15819,A,2022-03-14 21:57:29.244420
15820,H,2022-03-14 21:58:57.590683
15821,A,2022-03-14 21:59:36.063229
15822,E,2022-03-14 21:59:44.079750
15823,C,2022-03-14 22:00:02.607866
15824,E,2022-03-14 22:00:11.068709
15825,C,2022-03-14 22:00:13.306444
15826,B,2022-03-14 22:01:21.553411
15827,D,2022-03-14 22:01:43.283066
15828,H,2022-03-14 22:01:50.528031
15829,H,2022-03-14 22:02:06.235400
15830,I,2022-03-14 22:02:53.749178
15831,J,2022-03-14 22:03:06.037678
15832,A,2022-03-14 22:03:06.728820
15833,J,2022-03-14 22:03:22.485892
15834,D,2022-03-14 22:03:25.482511
15835,D,2022-03-14 22:03:52.573709
15836,B,2022-03-14 22:04:36.744453
15837,G,2022-03-14 22:04:50.206323
15838,G,2022-03-14 22:05:44.901145
15839,A,2022-03-14 22:06:08.606084
15840,G,2022-03-14 22:06:44.511098
15841,J,2022-03-14 22:07:09.211758
15842,I,2022-03-14 22:07:33.861086
15843,E,2022-03-14 22:07:40.195171
15844,C,2022-03-14 22:08:09.972705
15845,D,2022-03-14 22:09:18.595668
15846,J,2022-03-14 22:09:24.061045
15847,B,2022-03-14 22:09:28.765453
15848,D,2022-03-14 22:09:35.089483
15849,I,2022-03-14 22:09:53.027726
15850,I,2022-03-14 22:10:40.899328
15851,A,2022-03-14 22:11:42.772506
15852,F,2022-03-14 22:11:50.612737
15853,A,2022-03-14 22:11:54.953652
15854,A,2022-03-14 22:13:10.650089
15855,D,2022-03-14 22:13:30.028931
15856,G,2022-03-14 22:13:47.185653
15857,A,2022-03-14 22:14:03.671531
15858,B,2022-03-14 22:14:15.343453
15859,A,2022-03-14 22:14:35.915912
15860,G,2022-03-14 22:14:44.433750
15861,F,2022-03-14 22:15:00.101783
15862,B,2022-03-14 22:15:03.309367
15863,F,2022-03-14 22:15:18.584728
15864,I,2022-03-14 22:15:26.955102
15865,C,2022-03-14 22:15:35.462827
15866,A,2022-03-14 22:15:37.218671
15867,A,2022-03-14 22:15:57.265198
15868,H,2022-03-14 22:15:57.598277
15869,J,2022-03-14 22:16:16.769222
15870,C,2022-03-14 22:16:34.764940
15871,D,2022-03-14 22:17:21.562581
15872,I,2022-03-14 22:17:59.176370
15873,A,2022-03-14 22:18:11.061291
15874,C,2022-03-14 22:18:19.922295
15875,A,2022-03-14 22:18:28.430187
15876,I,2022-03-14 22:18:50.931373
15877,D,2022-03-14 22:19:10.475949
15878,D,2022-03-14 22:19:11.550844
15879,I,2022-03-14 22:19:25.629183
15880,E,2022-03-14 22:19:34.162524
15881,E,2022-03-14 22:19:39.564196
15882,D,2022-03-14 22:19:56.882443
15883,H,2022-03-14 22:19:57.722708
15884,C,2022-03-14 22:20:04.832739
15885,I,2022-03-14 22:20:18.963644
15886,A,2022-03-14 22:20:42.557707
15887,J,2022-03-14 22:21:02.860268
15888,C,2022-03-14 22:21:19.097328
15889,C,2022-03-14 22:21:41.210689
15890,J,2022-03-14 22:22:11.515011
15891,C,2022-03-14 22:22:49.104953
15892,J,2022-03-14 22:22:49.429250
15893,F,2022-03-14 22:22:50.440888
15894,F,2022-03-14 22:22:51.609509
15895,C,2022-03-14 22:22:57.483055
15896,E,2022-03-14 22:22:58.786925
15897,I,2022-03-14 22:23:04.542030
15898,A,2022-03-14 22:23:22.988598
15899,B,2022-03-14 22:23:26.635596
15900,J,2022-03-14 22:23:37.333123
15901,C,2022-03-14 22:23:44.492888
15902,F,2022-03-14 22:23:48.574390
15903,D,2022-03-14 22:24:14.157524
15904,H,2022-03-14 22:24:34.292634
15905,E,2022-03-14 22:24:39.393983
15906,E,2022-03-14 22:24:45.551983
15907,A,2022-03-14 22:24:50.877541
15908,B,2022-03-14 22:24:57.910017
15909,C,2022-03-14 22:25:01.681907
15910,C,2022-03-14 22:25:55.303062
15911,I,2022-03-14 22:26:01.700267
15912,G,2022-03-14 22:26:19.947642
15913,C,2022-03-14 22:27:00.774292
15914,D,2022-03-14 22:27:06.710268
15915,B,2022-03-14 22:27:34.175231
15916,D,2022-03-14 22:27:35.342094
15917,A,2022-03-14 22:27:44.376702
15918,H,2022-03-14 22:27:53.568825
15919,D,2022-03-14 22:28:01.143095
15920,I,2022-03-14 22:28:36.111001
15921,A,2022-03-14 22:28:58.222781
15922,I,2022-03-14 22:29:00.314680
15923,F,2022-03-14 22:29:06.670257
15924,C,2022-03-14 22:29:10.989633
15925,E,2022-03-14 22:29:29.473647
15926,F,2022-03-14 22:29:59.160010
15927,A,2022-03-14 22:30:08.417063
15928,E,2022-03-14 22:30:14.527828
15929,J,2022-03-14 22:30:16.202039
15930,J,2022-03-14 22:30:28.065081
15931,E,2022-03-14 22:30:30.796749
15932,D,2022-03-14 22:30:51.120647
15933,C,2022-03-14 22:31:03.012689
15934,A,2022-03-14 22:31:03.125191
15935,H,2022-03-14 22:32:07.746157
15936,H,2022-03-14 22:32:07.850762
15937,G,2022-03-14 22:32:12.511922
15938,C,2022-03-14 22:32:19.658126
15939,A,2022-03-14 22:32:21.007721
15940,A,2022-03-14 22:33:10.786153
15941,G,2022-03-14 22:33:18.472219
15942,B,2022-03-14 22:33:58.723401
15943,G,2022-03-14 22:34:57.493266
15944,I,2022-03-14 22:35:15.677908
15945,E,2022-03-14 22:36:00.308976
15946,F,2022-03-14 22:36:06.490282
15947,H,2022-03-14 22:36:21.425105
15948,H,2022-03-14 22:36:28.791985
15949,G,2022-03-14 22:36:40.626252
15950,F,2022-03-14 22:37:05.176363
15951,F,2022-03-14 22:37:29.337822
15952,F,2022-03-14 22:37:30.692391
15953,J,2022-03-14 22:38:06.983082
15954,E,2022-03-14 22:38:18.637855
15955,I,2022-03-14 22:38:51.111329
15956,H,2022-03-14 22:38:53.617895
15957,J,2022-03-14 22:39:07.360635
15958,C,2022-03-14 22:40:03.428603
15959,C,2022-03-14 22:40:14.457639
15960,F,2022-03-14 22:40:21.742855
15961,C,2022-03-14 22:40:25.308477
15962,B,2022-03-14 22:40:32.468469
15963,F,2022-03-14 22:40:37.093365
15964,H,2022-03-14 22:40:55.208863
15965,J,2022-03-14 22:41:22.008229
15966,D,2022-03-14 22:41:48.377382
15967,J,2022-03-14 22:42:05.521800
15968,I,2022-03-14 22:42:14.061827
15969,D,2022-03-14 22:42:49.801156
15970,I,2022-03-14 22:43:16.565789
15971,D,2022-03-14 22:43:17.195593
15972,C,2022-03-14 22:43:24.455699
15973,H,2022-03-14 22:43:28.767944
15974,H,2022-03-14 22:43:31.819014
15975,F,2022-03-14 22:43:32.297859
15976,E,2022-03-14 22:43:35.945879
15977,I,2022-03-14 22:43:44.085642
15978,E,2022-03-14 22:44:03.594535
15979,A,2022-03-14 22:44:16.623202
15980,C,2022-03-14 22:44:23.620204
15981,D,2022-03-14 22:44:29.984051
15982,D,2022-03-14 22:45:07.502052
15983,I,2022-03-14 22:45:17.150119
15984,F,2022-03-14 22:45:44.251610
15985,I,2022-03-14 22:45:57.110673
15986,H,2022-03-14 22:47:08.921574
15987,A,2022-03-14 22:47:43.783614
15988,I,2022-03-14 22:47:55.361394
15989,G,2022-03-14 22:47:57.334170
15990,J,2022-03-14 22:48:51.966871
15991,E,2022-03-14 22:49:17.424369
15992,F,2022-03-14 22:50:18.169382
15993,A,2022-03-14 22:50:55.471834
15994,J,2022-03-14 22:51:03.059821
15995,E,2022-03-14 22:51:24.878518
15996,C,2022-03-14 22:51:46.514859
15997,E,2022-03-14 22:52:04.170631
15998,H,2022-03-14 22:52:20.251435
15999,D,2022-03-14 22:52:31.157000
16000,D,2022-03-14 22:53:09.442084
16001,H,2022-03-14 22:53:18.196276
16002,G,2022-03-14 22:53:39.099490
16003,J,2022-03-14 22:53:46.564913
16004,G,2022-03-14 22:53:48.610360
16005,C,2022-03-14 22:53:54.064254
16006,G,2022-03-14 22:53:57.542014
16007,F,2022-03-14 22:54:27.807808
16008,B,2022-03-14 22:54:34.862777
16009,B,2022-03-14 22:54:39.446370
16010,D,2022-03-14 22:54:57.907003
16011,F,2022-03-14 22:55:05.732767
16012,F,2022-03-14 22:55:14.128424
16013,B,2022-03-14 22:55:25.012513
16014,C,2022-03-14 22:55:42.089922
16015,D,2022-03-14 22:56:03.633619
16016,E,2022-03-14 22:56:15.801028
16017,D,2022-03-14 22:56:19.027830
16018,J,2022-03-14 22:56:22.353315
16019,F,2022-03-14 22:56:34.971264
16020,E,2022-03-14 22:56:44.439634
16021,G,2022-03-14 22:57:11.146517
16022,I,2022-03-14 22:57:30.779674
16023,G,2022-03-14 22:57:33.907857
16024,I,2022-03-14 22:58:40.664448
16025,B,2022-03-14 22:58:54.623345
16026,B,2022-03-14 22:59:01.225084
16027,E,2022-03-14 22:59:22.921844
16028,B,2022-03-14 22:59:26.449873
16029,A,2022-03-14 22:59:28.059300
16030,B,2022-03-14 22:59:38.728095
16031,E,2022-03-14 23:00:07.710862
16032,E,2022-03-14 23:00:23.554479
16033,E,2022-03-14 23:00:27.303474
16034,C,2022-03-14 23:00:55.912778
16035,A,2022-03-14 23:01:01.776972
16036,E,2022-03-14 23:01:05.144399
16037,B,2022-03-14 23:01:47.020472
16038,H,2022-03-14 23:02:15.169971
16039,E,2022-03-14 23:02:43.793826
16040,E,2022-03-14 23:02:49.640118
16041,G,2022-03-14 23:02:51.107676
16042,E,2022-03-14 23:02:53.281186
16043,C,2022-03-14 23:03:11.221715
16044,C,2022-03-14 23:03:21.605601
16045,D,2022-03-14 23:03:27.189595
16046,F,2022-03-14 23:03:43.965469
16047,F,2022-03-14 23:03:48.908438
16048,A,2022-03-14 23:04:04.008494
16049,A,2022-03-14 23:04:11.731825
16050,E,2022-03-14 23:04:59.430671
16051,D,2022-03-14 23:05:09.484549
16052,D,2022-03-14 23:05:25.289375
16053,H,2022-03-14 23:05:29.021602
16054,H,2022-03-14 23:06:05.142383
16055,H,2022-03-14 23:06:08.613412
16056,C,2022-03-14 23:06:11.274440
16057,G,2022-03-14 23:06:12.780643
16058,E,2022-03-14 23:06:14.045587
16059,B,2022-03-14 23:06:42.107815
16060,F,2022-03-14 23:06:47.017996
16061,J,2022-03-14 23:07:09.248223
16062,G,2022-03-14 23:07:12.495814
16063,C,2022-03-14 23:07:40.908199
16064,H,2022-03-14 23:07:53.016017
16065,B,2022-03-14 23:08:09.225127
16066,I,2022-03-14 23:08:34.418141
16067,E,2022-03-14 23:08:59.679468
16068,D,2022-03-14 23:09:18.740308
16069,G,2022-03-14 23:09:38.299836
16070,E,2022-03-14 23:09:39.656391
16071,E,2022-03-14 23:09:49.168663
16072,C,2022-03-14 23:10:40.296082
16073,F,2022-03-14 23:10:54.527089
16074,D,2022-03-14 23:11:00.965102
16075,J,2022-03-14 23:11:04.585879
16076,I,2022-03-14 23:11:10.566325
16077,G,2022-03-14 23:11:12.598507
16078,E,2022-03-14 23:11:13.196645
16079,H,2022-03-14 23:11:17.068161
16080,G,2022-03-14 23:11:22.687659
16081,B,2022-03-14 23:11:44.831481
16082,I,2022-03-14 23:12:25.477004
16083,B,2022-03-14 23:12:35.665598
16084,H,2022-03-14 23:12:41.774088
16085,B,2022-03-14 23:13:01.319555
16086,C,2022-03-14 23:13:16.005048
16087,A,2022-03-14 23:14:36.043491
16088,E,2022-03-14 23:14:57.672429
16089,D,2022-03-14 23:15:28.172645
16090,H,2022-03-14 23:15:33.312619
16091,D,2022-03-14 23:15:34.857678
16092,H,2022-03-14 23:15:59.205810
16093,C,2022-03-14 23:16:19.122238
16094,F,2022-03-14 23:16:19.156069
16095,C,2022-03-14 23:16:37.303242
16096,J,2022-03-14 23:16:42.000090
16097,I,2022-03-14 23:17:19.837817
16098,G,2022-03-14 23:17:26.322796
16099,J,2022-03-14 23:17:35.223953
16100,H,2022-03-14 23:17:58.472895
16101,J,2022-03-14 23:18:05.039121
16102,I,2022-03-14 23:18:24.206793
16103,H,2022-03-14 23:18:47.866011
16104,D,2022-03-14 23:19:00.937356
16105,F,2022-03-14 23:19:59.051353
16106,F,2022-03-14 23:20:06.776381
16107,A,2022-03-14 23:20:24.639204
16108,F,2022-03-14 23:21:06.475883
16109,J,2022-03-14 23:21:07.348310
16110,J,2022-03-14 23:21:12.429111
16111,D,2022-03-14 23:21:13.390136
16112,E,2022-03-14 23:21:15.164379
16113,F,2022-03-14 23:21:30.806166
16114,G,2022-03-14 23:22:34.750637
16115,B,2022-03-14 23:22:42.489651
16116,G,2022-03-14 23:22:56.890671
16117,D,2022-03-14 23:23:00.747727
16118,A,2022-03-14 23:23:24.748013
16119,A,2022-03-14 23:23:37.658226
16120,E,2022-03-14 23:23:46.326854
16121,H,2022-03-14 23:23:56.473074
16122,C,2022-03-14 23:24:31.396499
16123,C,2022-03-14 23:24:52.887776
16124,D,2022-03-14 23:25:31.001497
16125,A,2022-03-14 23:25:50.099078
16126,G,2022-03-14 23:26:09.447228
16127,C,2022-03-14 23:27:01.302441
16128,C,2022-03-14 23:27:30.280318
16129,H,2022-03-14 23:27:58.620473
16130,A,2022-03-14 23:28:11.941109
16131,E,2022-03-14 23:28:32.184465
16132,I,2022-03-14 23:28:33.311950
16133,J,2022-03-14 23:28:33.414433
16134,G,2022-03-14 23:28:39.181802
16135,G,2022-03-14 23:28:49.996103
16136,D,2022-03-14 23:29:04.206258
16137,G,2022-03-14 23:29:14.306941
16138,J,2022-03-14 23:29:20.737909
16139,D,2022-03-14 23:29:48.993621
16140,F,2022-03-14 23:29:50.300725
16141,I,2022-03-14 23:30:12.162061
16142,A,2022-03-14 23:30:30.435901
16143,A,2022-03-14 23:31:07.095850
16144,H,2022-03-14 23:31:10.432501
16145,F,2022-03-14 23:31:42.501776
16146,E,2022-03-14 23:31:44.148810
16147,A,2022-03-14 23:32:08.906586
16148,A,2022-03-14 23:32:13.415130
16149,A,2022-03-14 23:32:53.185922
16150,I,2022-03-14 23:33:15.697344
16151,I,2022-03-14 23:33:18.815312
16152,I,2022-03-14 23:34:02.145352
16153,H,2022-03-14 23:34:16.176348
16154,C,2022-03-14 23:34:39.440171
16155,F,2022-03-14 23:34:50.581091
16156,E,2022-03-14 23:34:58.266556
16157,D,2022-03-14 23:35:34.262372
16158,E,2022-03-14 23:36:06.169909
16159,I,2022-03-14 23:36:12.069239
16160,E,2022-03-14 23:36:22.278987
16161,G,2022-03-14 23:36:29.579757
16162,I,2022-03-14 23:36:47.516504
16163,C,2022-03-14 23:37:05.478115
16164,H,2022-03-14 23:37:25.115665
16165,C,2022-03-14 23:37:27.745749
16166,H,2022-03-14 23:37:58.546100
16167,H,2022-03-14 23:38:06.970951
16168,D,2022-03-14 23:38:09.225208
16169,F,2022-03-14 23:38:43.004140
16170,D,2022-03-14 23:38:45.131096
16171,F,2022-03-14 23:39:03.667987
16172,A,2022-03-14 23:39:17.859784
16173,B,2022-03-14 23:39:44.966737
16174,D,2022-03-14 23:39:50.698817
16175,E,2022-03-14 23:39:56.657529
16176,C,2022-03-14 23:40:00.452149
16177,C,2022-03-14 23:40:15.465449
16178,D,2022-03-14 23:40:19.710025
16179,I,2022-03-14 23:40:23.103797
16180,J,2022-03-14 23:40:44.767972
16181,A,2022-03-14 23:41:53.782341
16182,C,2022-03-14 23:42:17.785586
16183,C,2022-03-14 23:42:32.356592
16184,A,2022-03-14 23:42:57.010987
16185,C,2022-03-14 23:43:06.050390
16186,F,2022-03-14 23:43:27.810049
16187,J,2022-03-14 23:43:40.532141
16188,B,2022-03-14 23:43:42.923192
16189,F,2022-03-14 23:44:03.061914
16190,H,2022-03-14 23:44:11.367736
16191,C,2022-03-14 23:45:05.784947
16192,B,2022-03-14 23:45:39.996274
16193,F,2022-03-14 23:46:53.217611
16194,G,2022-03-14 23:46:55.924026
16195,I,2022-03-14 23:48:22.546474
16196,I,2022-03-14 23:48:26.284172
16197,J,2022-03-14 23:48:46.351167
16198,J,2022-03-14 23:48:49.829074
16199,D,2022-03-14 23:49:51.863518
16200,G,2022-03-14 23:50:25.963054
16201,B,2022-03-14 23:50:26.303914
16202,D,2022-03-14 23:50:31.046294
16203,I,2022-03-14 23:50:49.523512
16204,A,2022-03-14 23:50:51.556311
16205,C,2022-03-14 23:51:33.807725
16206,G,2022-03-14 23:51:37.216505
16207,J,2022-03-14 23:51:46.767806
16208,D,2022-03-14 23:52:13.232334
16209,C,2022-03-14 23:52:13.842427
16210,D,2022-03-14 23:53:09.873066
16211,F,2022-03-14 23:53:18.835411
16212,G,2022-03-14 23:53:37.366635
16213,F,2022-03-14 23:53:39.591072
16214,B,2022-03-14 23:53:50.858822
16215,F,2022-03-14 23:54:21.612383
16216,C,2022-03-14 23:54:26.301752
16217,C,2022-03-14 23:54:31.242239
16218,G,2022-03-14 23:54:31.676778
16219,H,2022-03-14 23:54:31.919709
16220,C,2022-03-14 23:55:28.726993
16221,B,2022-03-14 23:56:40.806696
16222,B,2022-03-14 23:57:05.236777
16223,A,2022-03-14 23:57:32.941577
16224,C,2022-03-14 23:57:33.805438
16225,B,2022-03-14 23:58:12.069434
16226,B,2022-03-14 23:58:42.148014
16227,D,2022-03-14 23:59:07.086575
16228,J,2022-03-14 23:59:08.618590
16229,D,2022-03-14 23:59:41.667281
16230,I,2022-03-14 23:59:53.690634
16231,B,2022-03-14 23:59:59.564699
16232,A,2022-03-15 00:00:17.135931
16233,C,2022-03-15 00:00:29.947316
16234,J,2022-03-15 00:00:35.540368
16235,D,2022-03-15 00:00:40.648577
16236,A,2022-03-15 00:01:01.858193
16237,H,2022-03-15 00:01:32.060156
16238,H,2022-03-15 00:01:40.386483
16239,F,2022-03-15 00:03:10.990955
16240,D,2022-03-15 00:03:21.566592
16241,E,2022-03-15 00:03:28.783957
16242,H,2022-03-15 00:03:29.461671
16243,F,2022-03-15 00:03:40.981115
16244,J,2022-03-15 00:04:09.334062
16245,I,2022-03-15 00:05:10.344572
16246,F,2022-03-15 00:05:18.525869
