UQID,Category,DateTimeIncrement
6534,D,270068.854
6542,D,109520.911
6546,D,34388.393000000004
6551,D,75682.57699999999
6552,D,569.5550000000001
6565,D,332109.15499999997
6566,D,166.719
6567,D,52238.791
6586,D,411439.003
6587,D,93.58800000000001
6598,D,193017.261
6605,D,132249.928
6611,D,65431.905999999995
6623,D,225114.519
6625,D,34337.778999999995
6627,D,32806.604999999996
6640,D,144365.032
6648,D,91624.077
6652,D,112017.128
6700,D,771121.0939999999
6712,D,278833.827
6728,D,273959.202
6731,D,103356.436
6740,D,70246.95
6752,D,158693.62699999998
6753,D,81204.697
6762,D,209987.526
6767,D,155220.079
6772,D,86808.506
6787,D,143965.024
6799,D,165648.167
6802,D,96939.611
6826,D,538265.1969999999
6838,D,296956.335
6875,D,619923.588
6894,D,401524.693
6896,D,25014.086
6916,D,342094.659
6918,D,41492.943
6927,D,130166.449
6929,D,21202.17
6933,D,137130.452
6960,D,385402.858
6962,D,37382.956999999995
6977,D,218057.578
6983,D,70239.30500000001
6985,D,31015.754
6989,D,35685.170999999995
6997,D,73994.788
7013,D,306730.442
7014,D,2439.8849999999998
7023,D,163823.28
7040,D,240005.925
7046,D,131552.605
7047,D,9499.232
7081,D,377714.352
7083,D,30015.432
7088,D,84914.654
7092,D,36686.438
7093,D,10270.568000000001
7102,D,181344.473
7109,D,74207.425
7110,D,18450.613
7120,D,97639.155
7128,D,75955.987
7153,D,342648.292
7155,D,9246.657000000001
7181,D,463848.16599999997
7187,D,146424.98
7188,D,20367.164
7219,D,653384.919
7221,D,68636.92899999999
7234,D,295710.478
7245,D,94386.52100000001
7246,D,3932.503
7253,D,101900.15699999999
7281,D,404422.45200000005
7284,D,80936.35399999999
7289,D,34433.312
7316,D,429081.99
7330,D,260455.59300000002
7336,D,164286.568
7343,D,84379.393
7361,D,268527.22599999997
7395,D,519433.86299999995
7402,D,91004.654
7415,D,241633.756
7422,D,118893.53199999999
7433,D,91526.99200000001
7439,D,110704.306
7442,D,34428.998999999996
7464,D,228636.133
7471,D,74940.113
7473,D,29646.568
7481,D,62943.779
7495,D,191741.812
7536,D,649214.037
7590,D,944552.228
7597,D,176720.012
7605,D,164529.85
7654,D,748984.689
7665,D,307661.587
7683,D,348247.528
7723,D,394051.874
7737,D,344395.06
7740,D,86648.543
7747,D,92149.881
7750,D,56453.982
7753,D,32362.440999999995
7757,D,31673.694
7758,D,15524.812
7759,D,92610.482
7770,D,298097.65599999996
7774,D,40062.276
7782,D,122120.58899999999
7794,D,237306.223
7815,D,342670.714
7820,D,94289.841
7825,D,118284.11099999999
7842,D,170051.19400000002
7846,D,89489.74699999999
7857,D,215731.115
7873,D,320664.5
7886,D,305341.95999999996
7887,D,22210.678
7890,D,36266.581000000006
7891,D,3199.2569999999996
7908,D,189765.503
7910,D,31989.684
7913,D,47877.167
7915,D,66409.373
7943,D,549012.824
7944,D,5321.265
7960,D,223858.183
7980,D,372456.141
7982,D,54161.648
7991,D,161443.70799999998
7992,D,11741.182999999999
8003,D,186846.87900000002
8008,D,54154.55
8020,D,191255.953
8029,D,107248.762
8044,D,309470.093
8075,D,382799.559
8078,D,123145.478
8095,D,176477.8
8107,D,307682.67100000003
8111,D,88208.896
8119,D,191136.09
8121,D,29112.056
8124,D,25370.085
8146,D,308249.773
8147,D,24595.308
8148,D,11476.081
8152,D,75804.684
8162,D,153280.307
8199,D,525351.53
8227,D,488721.446
8255,D,436706.585
8267,D,177619.365
8271,D,49857.892
8283,D,260010.09399999998
8297,D,252084.455
8304,D,109815.502
8310,D,143174.17
8328,D,505182.12299999996
8359,D,471156.78
8366,D,122684.961
8378,D,143209.519
8385,D,130919.103
8390,D,96466.329
8395,D,52005.653000000006
8407,D,296185.226
8417,D,277017.103
8419,D,2768.389
8430,D,185533.644
8436,D,92983.511
8441,D,62995.973999999995
8455,D,123785.40599999999
8463,D,124956.829
8481,D,185681.479
8492,D,179063.34100000001
8498,D,101502.79999999999
8500,D,36438.184
8505,D,51142.22
8520,D,307081.401
8521,D,25636.728000000003
8525,D,95491.747
8532,D,171230.21600000001
8533,D,547.079
8542,D,145651.92099999997
8555,D,196516.029
8567,D,188240.724
8610,D,800263.733
8612,D,19450.134
8626,D,178541.864
8628,D,19452.759000000002
8640,D,149373.015
8655,D,395307.68899999995
8666,D,175627.952
8680,D,354822.07399999996
8703,D,402841.006
8704,D,16733.066000000003
8707,D,37391.283
8714,D,154959.982
8718,D,49258.851
8723,D,146314.679
8727,D,36642.75399999999
8729,D,14060.316
8731,D,7654.799
8738,D,71702.896
8746,D,136336.037
8753,D,82041.832
8754,D,10589.961000000001
8757,D,39704.462999999996
8775,D,227264.308
8795,D,331639.93
8811,D,241276.98200000002
8822,D,159998.31699999998
8827,D,66039.272
8849,D,499951.665
8851,D,27011.825
8858,D,63230.193999999996
8878,D,430027.74
8887,D,213783.49800000002
8890,D,20947.912
8896,D,213885.743
8908,D,100527.681
8909,D,99525.649
8959,D,799907.144
8961,D,13501.649000000001
8968,D,94198.29
8986,D,300683.619
8988,D,27757.895
8994,D,47228.637
9000,D,57322.705
9013,D,179050.671
9017,D,39764.383
9018,D,8015.62
9020,D,28850.706
9038,D,425947.371
9056,D,344788.751
9061,D,56887.926999999996
9074,D,244875.942
9081,D,141224.747
9084,D,99516.924
9095,D,240283.412
9100,D,47952.939
9106,D,52826.917
9117,D,120380.318
9122,D,65450.649999999994
9131,D,222532.54200000002
9136,D,15520.630000000001
9144,D,151236.48
9145,D,34431.3
9151,D,109676.53
9152,D,11519.949
9164,D,226645.56300000002
9166,D,61359.197
9171,D,90887.97099999999
9188,D,312841.45999999996
9195,D,132966.128
9217,D,410856.373
9218,D,54515.782999999996
9224,D,68897.45499999999
9229,D,45559.657999999996
9230,D,5169.022
9244,D,195378.908
9261,D,398539.12200000003
9263,D,33337.04
9276,D,122904.95
9277,D,8171.17
9285,D,176563.368
9296,D,176507.63
9303,D,206981.49599999998
9310,D,190981.42200000002
9339,D,483506.527
9341,D,46241.633
9358,D,217332.536
9383,D,543603.6259999999
9392,D,114782.95199999999
9403,D,241354.506
9414,D,197215.745
9420,D,49991.543999999994
9437,D,257503.245
9509,D,1126703.791
9515,D,120056.03600000001
9518,D,34142.941999999995
9521,D,18662.495
9522,D,28529.561999999998
9529,D,61694.791000000005
9544,D,314482.85
9564,D,413820.776
9575,D,135712.99300000002
9583,D,183601.143
9592,D,116831.25
9613,D,473979.72
9620,D,104464.297
9635,D,225451.036
9637,D,35526.452
9640,D,86024.834
9646,D,124834.089
9659,D,182162.18699999998
9664,D,35529.358
9667,D,34283.634999999995
9671,D,92059.18400000001
9683,D,184009.889
9701,D,394870.244
9704,D,88509.67300000001
9713,D,144706.344
9734,D,397191.17799999996
9741,D,118150.864
9769,D,498087.939
9770,D,12140.195
9784,D,200829.332
9789,D,93449.987
9849,D,1253776.6919999998
9859,D,223834.255
9892,D,707303.582
9907,D,227141.865
9923,D,265511.942
9926,D,132990.712
9936,D,147913.118
9937,D,3516.312
9945,D,128581.85700000002
9946,D,25392.408
9952,D,86096.578
9979,D,486409.107
9983,D,95366.19399999999
10006,D,498408.767
10009,D,39980.921
10014,D,84254.57299999999
10015,D,1922.907
10016,D,7194.679
10023,D,78406.361
10034,D,114233.147
10037,D,53526.757000000005
10041,D,73069.791
10047,D,38384.876
10063,D,263350.004
10066,D,48818.761
10067,D,9039.127
10078,D,232870.846
10096,D,204644.604
10108,D,158684.34300000002
10109,D,37503.737
10128,D,443894.56799999997
10132,D,58479.647
10136,D,34580.945999999996
10138,D,57358.38
10144,D,78975.601
10148,D,44942.152
10155,D,161023.776
10167,D,169589.798
10169,D,11999.905999999999
10172,D,43661.59
10187,D,205576.71600000001
10189,D,10906.692
10195,D,89879.534
10205,D,230251.9
10210,D,153793.36000000002
10212,D,48789.147999999994
10303,D,1591692.689
10308,D,56623.47
10312,D,127643.369
10318,D,100996.872
10323,D,104577.257
10332,D,192360.63999999998
10350,D,226423.093
10358,D,108137.609
10359,D,12060.905
10373,D,263642.375
10380,D,105335.302
10391,D,213184.286
10398,D,107228.515
10411,D,306925.001
10418,D,125693.45300000001
10428,D,177203.951
10437,D,131101.77300000002
10464,D,422464.101
10466,D,35563.051
10471,D,54072.62
10474,D,29119.282
10477,D,41981.079
10493,D,367894.756
10511,D,406819.078
10513,D,14685.936
10520,D,65713.508
10529,D,114326.93299999999
10531,D,20598.557
10535,D,80357.251
10544,D,212387.30599999998
10548,D,107072.549
10552,D,59243.206999999995
10556,D,16304.34
10565,D,198102.983
10566,D,18786.366
10577,D,144057.926
10583,D,82947.66
10590,D,113695.359
10608,D,249682.227
10610,D,54305.867
10621,D,146240.666
10629,D,106448.578
10648,D,415222.537
10650,D,19857.297
10675,D,325538.968
10680,D,80286.34700000001
10689,D,150783.065
10711,D,348251.797
10714,D,69748.766
10716,D,23046.82
10718,D,28356.727
10726,D,89763.697
10736,D,123828.00600000001
10762,D,604586.24
10766,D,44424.021
10774,D,194037.40199999997
10778,D,74641.969
10798,D,346930.518
10808,D,209916.06999999998
10820,D,142020.462
10822,D,23683.776
10823,D,6378.598
10830,D,95472.301
10831,D,8767.296
10846,D,346145.945
10847,D,509.82000000000005
10859,D,175080.287
10871,D,109357.296
10881,D,154095.588
10889,D,192054.662
10890,D,661.4830000000001
10944,D,750981.286
10947,D,31693.252
10953,D,48571.411
10954,D,31345.597999999998
11007,D,888638.6089999999
11015,D,103679.615
11018,D,93370.257
11024,D,137952.02599999998
11036,D,216498.50699999998
11061,D,293840.955
11064,D,70556.28199999999
11075,D,130856.762
11081,D,103521.423
11089,D,121466.291
11097,D,122319.503
11101,D,24778.481
11105,D,50633.054000000004
11130,D,462566.887
11144,D,190955.59399999998
11145,D,816.564
11151,D,80694.619
11157,D,104594.30500000001
11167,D,167319.269
11170,D,41368.96200000001
11171,D,48157.439
11179,D,171190.143
11180,D,3088.4010000000003
11189,D,82959.341
11192,D,77033.41399999999
11201,D,144069.248
11219,D,363081.082
11245,D,519916.028
11255,D,213755.20599999998
11257,D,17139.514
11268,D,148235.944
11286,D,355189.545
11294,D,258088.67199999996
11303,D,110958.648
11326,D,575508.54
11330,D,99225.132
11343,D,296422.25
11346,D,5011.965
11378,D,659629.743
11380,D,41742.483
11386,D,213642.888
11388,D,125829.427
11399,D,155008.823
11402,D,27600.834
11404,D,40515.331000000006
11408,D,100818.618
11421,D,281097.414
11423,D,29161.668999999998
11435,D,232638.677
11439,D,60900.233
11460,D,349014.16699999996
11465,D,30918.942000000003
11470,D,53573.757
11487,D,247406.332
11497,D,173655.345
11510,D,293972.941
11515,D,135450.37
11532,D,296320.296
11536,D,42922.581
11544,D,162185.511
11559,D,291975.189
11563,D,91183.38799999999
11573,D,274984.25800000003
11575,D,46488.677
11594,D,390633.65800000005
11650,D,953810.399
11656,D,154738.464
11657,D,19195.416999999998
11717,D,902297.407
11733,D,250899.867
11762,D,608713.042
11765,D,33876.265
11767,D,80346.093
11781,D,173812.453
11793,D,149262.978
11813,D,298485.755
11820,D,211608.391
11848,D,552054.035
11851,D,26427.661
11883,D,506291.795
11888,D,87134.37299999999
11897,D,141027.60900000003
11919,D,429771.385
11930,D,116727.783
11936,D,127420.936
11970,D,620954.8690000001
11992,D,277964.682
12031,D,771595.736
12038,D,95497.916
12062,D,287676.838
12068,D,84679.273
12071,D,29318.382
12072,D,11882.391
12080,D,92811.391
12095,D,410685.703
12097,D,13635.363
12100,D,46361.26
12128,D,433192.664
12143,D,336648.054
12153,D,184782.31199999998
12168,D,275092.961
12178,D,133715.951
12182,D,57549.511000000006
12184,D,10862.36
12188,D,65576.926
12190,D,62345.834
12197,D,126674.33
12198,D,24733.549
12212,D,362642.466
12214,D,38263.346
12221,D,160342.995
12236,D,345347.706
12258,D,314396.495
12276,D,388021.851
12277,D,14525.651999999998
12280,D,79506.493
12290,D,236569.49800000002
12295,D,88258.136
12302,D,172908.084
12305,D,64921.39400000001
12314,D,156938.859
12316,D,18526.968
12317,D,21941.708
12318,D,5642.223000000001
12324,D,106920.957
12339,D,194556.997
12354,D,249656.665
12356,D,34298.813
12365,D,114778.15800000001
12387,D,396634.615
12436,D,868322.3369999999
12437,D,14580.901000000002
12438,D,7915.906
12442,D,31213.619000000002
12447,D,61011.238
12450,D,55355.657
12460,D,245201.644
12469,D,171632.62399999998
12470,D,6309.776
12480,D,141040.236
12481,D,39186.886
12490,D,211407.247
12498,D,114976.716
12545,D,1107192.07
12549,D,88182.957
12552,D,7789.878
12558,D,145783.665
12562,D,21938.016
12566,D,50261.743
12573,D,104926.014
12582,D,100551.348
12583,D,10224.081999999999
12598,D,221642.845
12599,D,11101.759
12615,D,221633.883
12642,D,431319.841
12645,D,28609.971999999998
12646,D,32998.176999999996
12652,D,72923.919
12653,D,6549.657
12662,D,200523.027
12663,D,9145.971
12664,D,2285.311
12673,D,138790.258
12677,D,40514.106
12702,D,441897.853
12705,D,59165.031
12708,D,83239.87700000001
12717,D,119458.591
12740,D,300630.64200000005
12769,D,493749.652
12787,D,403074.119
12793,D,26503.679
12811,D,388120.47000000003
12844,D,432711.608
12845,D,10999.349
12858,D,177916.89500000002
12860,D,3113.74
12867,D,87134.868
12872,D,81241.24
12890,D,348361.941
12906,D,325870.25999999995
12913,D,106770.84700000001
12914,D,3713.563
12922,D,84946.123
12925,D,79550.39499999999
12927,D,22060.255999999998
12941,D,249708.861
12953,D,173923.619
12954,D,24966.584000000003
12967,D,176351.146
12971,D,60514.915
12990,D,350525.12200000003
13011,D,513594.956
13029,D,307446.914
13040,D,151029.546
13043,D,33607.648
13046,D,62391.03999999999
13050,D,35501.775
13054,D,47133.263999999996
13055,D,2043.004
13072,D,259033.09000000003
13073,D,150.616
13078,D,115779.01400000001
13079,D,11951.584
13082,D,53657.116
13083,D,20520.252
13096,D,179573.339
13107,D,127489.77600000001
13109,D,26333.493000000002
13129,D,412844.611
13132,D,5767.325
13171,D,874714.229
13195,D,575102.8
13203,D,119767.51400000001
13210,D,132489.13400000002
13214,D,77345.12
13222,D,170888.152
13230,D,119881.6
13236,D,91308.672
13246,D,200937.346
13247,D,28248.239
13257,D,200400.311
13284,D,543858.2300000001
13287,D,28649.6
13292,D,125776.94499999999
13300,D,128586.77599999998
13310,D,119252.781
13311,D,10891.868
13339,D,519919.712
13340,D,46073.505
13343,D,66021.974
13350,D,130951.30599999998
13379,D,430923.809
13382,D,46436.351
13389,D,120651.381
13390,D,37522.536
13400,D,397694.92100000003
13413,D,209269.087
13417,D,84980.816
13420,D,18625.646
13440,D,258611.14099999997
13446,D,82316.384
13453,D,79391.418
13456,D,24512.075
13466,D,150985.105
13476,D,315761.464
13478,D,48505.792
13490,D,136157.068
13504,D,151883.313
13506,D,5789.19
13540,D,544677.4450000001
13557,D,179812.934
13558,D,3749.8269999999998
13566,D,108653.432
13573,D,210180.12
13574,D,47796.424
13578,D,90979.853
13605,D,783644.411
13612,D,273822.674
13614,D,20493.521999999997
13616,D,105507.03
13618,D,71690.238
13624,D,143181.974
13654,D,686466.67
13656,D,40362.115000000005
13659,D,124379.548
13665,D,169120.475
13666,D,957.2570000000001
13667,D,9394.997
13673,D,109731.346
13699,D,402555.255
13712,D,246403.642
13718,D,85397.352
13725,D,100899.478
13731,D,45568.558000000005
13736,D,47390.456
13759,D,366600.101
13762,D,88505.211
13771,D,72034.891
13781,D,264304.788
13789,D,173193.81000000003
13793,D,98765.52100000001
13802,D,85013.31999999999
13810,D,123753.811
13828,D,315798.749
13830,D,43648.522999999994
13842,D,331475.479
13860,D,339345.077
13885,D,480507.375
13887,D,29287.489999999998
13892,D,120199.733
13893,D,2464.368
13896,D,73145.62
13899,D,51890.185000000005
13908,D,237115.429
13914,D,62028.827
13917,D,11037.136999999999
13921,D,46958.649
13968,D,932190.045
13979,D,242450.585
13992,D,174855.492
14002,D,149165.70500000002
14008,D,152924.307
14015,D,202563.782
14018,D,32937.047
14024,D,76486.806
14026,D,42878.082
14041,D,159460.846
14047,D,202043.864
14065,D,325781.391
14069,D,66222.244
14092,D,495009.419
14097,D,105503.22300000001
14101,D,86870.42099999999
14104,D,61306.28999999999
14116,D,225773.95200000002
14152,D,522552.767
14159,D,117032.38500000001
14164,D,75196.923
14166,D,58992.078
14171,D,55876.854
14183,D,163561.80000000002
14202,D,312327.94
14209,D,103446.77299999999
14224,D,185271.563
14234,D,201339.81
14250,D,311415.918
14284,D,463282.809
14303,D,324794.79199999996
14313,D,144738.595
14322,D,240511.353
14340,D,314410.18700000003
14358,D,345105.619
14362,D,51263.684
14366,D,88025.834
14373,D,135173.16400000002
14390,D,238141.33899999998
14391,D,5468.531
14417,D,446603.703
14429,D,273623.27599999995
14430,D,908.11
14442,D,163021.478
14449,D,111016.677
14465,D,251708.807
14471,D,159813.426
14472,D,22699.128
14476,D,32445.012
14493,D,192870.853
14523,D,567262.209
14537,D,184516.82400000002
14538,D,1744.534
14541,D,44810.055
14554,D,235601.523
14567,D,226584.566
14576,D,152498.36
14577,D,9477.479000000001
14593,D,201392.27500000002
14607,D,250024.524
14609,D,5706.076
14619,D,95231.182
14623,D,69827.617
14626,D,77687.045
14648,D,367148.90400000004
14654,D,139389.017
14661,D,138039.83299999998
14662,D,46229.312
14671,D,108958.784
14680,D,131898.527
14681,D,8108.606999999999
14686,D,65885.76000000001
14691,D,192756.271
14702,D,169562.773
14724,D,370308.897
14751,D,442565.598
14758,D,116767.969
14762,D,55724.682
14765,D,83358.265
14779,D,301349.41099999996
14787,D,210729.507
14800,D,351667.754
14805,D,117557.167
14816,D,124843.061
14819,D,52678.494999999995
14820,D,5178.353999999999
14847,D,320099.439
14868,D,352838.418
14875,D,164234.969
14885,D,167475.446
14886,D,8785.975
14895,D,137508.803
14914,D,404571.04099999997
14927,D,247003.38400000002
14937,D,180264.632
14938,D,10480.344000000001
14946,D,212806.282
14949,D,14380.046
14951,D,20054.043
14956,D,37370.018000000004
14979,D,470246.617
14981,D,10169.769
15005,D,506881.678
15019,D,218465.408
15027,D,290536.267
15073,D,674441.57
15080,D,88738.33
15084,D,63332.606
15091,D,117428.215
15098,D,94708.887
15102,D,83143.83899999999
15111,D,125603.679
15121,D,254360.987
15135,D,271421.491
15138,D,96499.94900000001
15139,D,21624.963
15141,D,87178.879
15164,D,515450.064
15184,D,287882.77900000004
15191,D,123607.016
15194,D,7947.6849999999995
15201,D,63404.487
15206,D,102435.372
15214,D,231053.475
15238,D,388658.241
15243,D,80059.853
15255,D,149288.956
15258,D,74156.062
15262,D,145646.09
15289,D,399670.142
15297,D,202054.233
15315,D,393698.582
15318,D,48871.993
15319,D,219.702
15331,D,228540.032
15359,D,504034.83
15360,D,21826.653000000002
15364,D,30205.805
15370,D,58517.392
15417,D,736130.139
15434,D,283904.538
15441,D,161785.552
15444,D,56963.935999999994
15450,D,85324.733
15452,D,25606.949
15456,D,48860.371999999996
15459,D,99309.963
15460,D,21677.975
15465,D,53285.902
15484,D,277490.803
15488,D,74734.031
15495,D,201237.476
15506,D,176848.821
15512,D,50603.235
15518,D,86165.223
15534,D,233935.495
15538,D,29000.222999999998
15544,D,131230.624
15570,D,388153.793
15582,D,184882.848
15599,D,225818.551
15656,D,1075876.467
15664,D,165089.71399999998
15665,D,92207.22499999999
15678,D,189486.685
15685,D,165651.532
15708,D,387825.521
15711,D,36618.271
15715,D,47488.962
15730,D,208699.78399999999
15740,D,220079.062
15742,D,26351.690000000002
15751,D,91259.461
15755,D,41085.915
15771,D,314965.583
15776,D,79297.355
15793,D,376383.94
15795,D,55400.75
15827,D,728322.082
15834,D,102199.44499999999
15835,D,27091.198
15845,D,326021.959
15848,D,16493.815000000002
15855,D,234939.448
15871,D,231533.65
15877,D,108913.368
15878,D,1074.895
15882,D,45331.598999999995
15903,D,257275.081
15914,D,172552.74399999998
15916,D,28631.826
15919,D,25801.001
15932,D,169977.552
15966,D,657256.7350000001
15969,D,61423.774000000005
15971,D,27394.437
15981,D,72788.458
15982,D,37518.001
15999,D,443654.948
16000,D,38285.083999999995
16010,D,108464.919
16015,D,65726.61600000001
16017,D,15394.211000000001
16045,D,428161.765
16051,D,102294.954
16052,D,15804.826000000001
16068,D,233450.933
16074,D,102224.79400000001
16089,D,267207.543
16091,D,6685.032999999999
16104,D,206079.678
16111,D,132452.78
16117,D,107357.591
16124,D,150253.77
16136,D,213204.761
16139,D,44787.363
16157,D,345268.751
16168,D,154962.836
16170,D,35905.888
16174,D,65567.721
16178,D,29011.208
16199,D,572153.493
16202,D,39182.776
16208,D,102186.04000000001
16210,D,56640.731999999996
16227,D,357213.50899999996
16229,D,34580.706
16235,D,58981.296
16240,D,160918.01499999998
16250,D,178757.212
16252,D,38364.359
16260,D,118436.26999999999
16278,D,331987.16000000003
16280,D,35545.986999999994
16284,D,38297.066999999995
16290,D,88276.342
16291,D,501.15299999999996
16304,D,256951.10199999998
16305,D,26363.697
16313,D,115042.652
16321,D,182738.21000000002
16327,D,152093.88999999998
16328,D,36775.154
16349,D,366963.409
16357,D,139635.128
16362,D,26012.423
16372,D,167764.407
16379,D,120345.84599999999
16411,D,560565.4130000001
16413,D,55253.880000000005
16419,D,248230.434
16422,D,92796.95700000001
16435,D,181484.73
16442,D,105441.299
16443,D,63584.346
16446,D,87202.83600000001
16475,D,398641.701
16495,D,299677.395
16554,D,1083751.5820000002
16561,D,80257.56
16583,D,306242.477
16586,D,70522.82800000001
16592,D,133478.492
16597,D,30754.200999999997
16604,D,202136.764
16605,D,5948.944
16630,D,483755.14800000004
16642,D,118118.72
16650,D,102571.431
16651,D,1063.95
16658,D,135033.996
16663,D,27708.238999999998
16665,D,34934.419
16670,D,42244.135
16678,D,170313.35100000002
16689,D,331128.623
16691,D,5998.21
16695,D,84236.159
16701,D,58951.203
16710,D,135845.233
16717,D,171910.755
16726,D,263163.105
16730,D,166530.02599999998
16748,D,356059.454
16754,D,101849.82599999999
16755,D,66871.22200000001
16761,D,100202.236
16769,D,73916.40599999999
16770,D,2791.097
16785,D,193630.644
16794,D,150033.173
16808,D,202387.338
16817,D,219195.519
16820,D,123317.66100000001
16829,D,294255.81799999997
16833,D,52808.520000000004
16839,D,96173.186
16881,D,802644.167
16884,D,83376.43
16886,D,37869.829000000005
16906,D,499528.45300000004
16910,D,17725.485
16916,D,123573.116
16939,D,353408.16599999997
16946,D,145439.336
16958,D,261823.38900000002
16962,D,107516.735
16975,D,202976.45299999998
17001,D,332531.697
17011,D,149560.47699999998
17035,D,455632.91
17040,D,104717.355
17043,D,20316.979
17049,D,143175.44
17055,D,150473.136
17095,D,688784.481
17101,D,76375.564
17118,D,277391.58200000005
17124,D,142122.13499999998
17126,D,51182.513999999996
17127,D,23245.647
17130,D,38711.157
17141,D,269660.62799999997
17147,D,168142.375
17152,D,136353.90000000002
17165,D,130095.07300000002
17166,D,12885.313999999998
17176,D,136361.595
17184,D,178566.053
17189,D,101686.50499999999
17190,D,34035.936
17208,D,293391.788
17218,D,125674.66799999999
17249,D,544411.791
17268,D,337280.60699999996
17292,D,386353.891
17295,D,80470.944
17297,D,94729.448
17316,D,329704.603
17319,D,46357.174999999996
17326,D,75915.684
17343,D,340242.80299999996
17396,D,894437.7660000001
17416,D,406504.71499999997
17435,D,307179.166
17444,D,132148.312
17446,D,45009.594999999994
17448,D,40176.228
17462,D,240539.464
17507,D,658937.194
17521,D,186495.262
17529,D,101345.56499999999
17532,D,65018.24600000001
17533,D,25762.29
17540,D,95871.184
17555,D,346252.866
17556,D,2079.222
17572,D,315730.053
17580,D,208760.946
17599,D,313541.911
17608,D,166678.782
17612,D,75846.749
17615,D,47993.047
17632,D,282932.536
17634,D,48090.471
17646,D,215164.292
17647,D,8485.169000000002
17667,D,365465.061
17677,D,198931.536
17700,D,383654.392
17702,D,10538.207999999999
17707,D,100658.54299999999
17709,D,40399.366
17714,D,98008.033
17721,D,148775.17
17730,D,134057.578
17731,D,17237.678
17733,D,58032.676
17739,D,122848.947
17740,D,3493.699
17743,D,23576.543999999998
17744,D,37740.437
17748,D,85617.444
17749,D,6024.3859999999995
17762,D,148144.204
17791,D,362443.015
17796,D,159565.988
17833,D,688144.635
17841,D,101666.978
17846,D,79720.495
17862,D,343961.27
17874,D,222123.864
17876,D,9392.259
17884,D,91892.055
17912,D,471433.831
17915,D,91476.637
17916,D,11677.405999999999
17927,D,189225.404
17930,D,33321.064
17931,D,3891.2909999999997
17948,D,207584.181
17953,D,126046.32800000001
17977,D,409194.828
17979,D,37373.306
17985,D,65559.819
18004,D,303069.171
18025,D,386016.253
18041,D,191899.792
18046,D,71414.018
18053,D,48207.304000000004
18059,D,36960.634
18068,D,91236.721
18073,D,61919.985
18093,D,349380.775
18121,D,456862.186
18129,D,131090.09699999998
18137,D,71448.373
18140,D,14552.073
18151,D,204037.919
18166,D,218232.09399999998
18209,D,683807.6129999999
18215,D,106579.732
18222,D,84685.379
18233,D,246135.95799999998
18235,D,36856.37100000001
18238,D,47735.531
18254,D,421045.91
18270,D,199819.709
18284,D,190165.212
18319,D,661343.616
18333,D,197117.335
18336,D,19223.201
18354,D,220020.767
18358,D,95554.297
18366,D,103689.8
18394,D,524348.3979999999
18424,D,572775.697
18442,D,311651.39900000003
18452,D,113185.166
18481,D,451681.701
18494,D,239975.419
18496,D,3058.652
18509,D,145290.69999999998
18513,D,70356.07
18534,D,447986.842
18535,D,11961.278999999999
18542,D,72967.548
18558,D,179457.45500000002
18563,D,69498.22
18567,D,60675.921
18575,D,106373.78099999999
18585,D,150386.976
18595,D,194929.83599999998
18601,D,189307.128
18611,D,138523.236
18615,D,74762.48300000001
18631,D,276835.82300000003
18636,D,38993.264
18637,D,1029.3000000000002
18639,D,67408.564
18651,D,150693.918
18661,D,332473.705
18662,D,20959.130999999998
18669,D,121613.63900000001
18675,D,152846.215
18676,D,5913.487
18677,D,26753.89
18682,D,75858.871
18688,D,73854.122
18703,D,203552.68899999998
18711,D,112707.75899999999
18715,D,84136.876
18736,D,418676.418
18752,D,342024.771
18758,D,33845.185
18772,D,175191.081
18782,D,174102.69700000001
18801,D,419091.977
18809,D,166905.794
18811,D,20879.624
18823,D,250958.452
18835,D,192206.445
18841,D,144781.149
18849,D,268554.153
18853,D,51430.984000000004
18867,D,372610.341
18885,D,327203.692
18888,D,71883.686
18895,D,206582.745
18896,D,14621.514
18907,D,220022.994
18923,D,197487.674
18924,D,6825.715
18926,D,66418.402
18928,D,81125.771
18946,D,486728.61799999996
18977,D,404504.354
18978,D,40862.008
18981,D,40479.047999999995
18983,D,60662.823000000004
18999,D,339775.25800000003
19016,D,311552.866
19027,D,234563.629
19039,D,136349.729
19041,D,25460.597
19071,D,588588.784
19084,D,187250.62399999998
19099,D,267551.917
19107,D,101156.19200000001
19110,D,99178.634
19129,D,406361.185
19151,D,402760.326
19152,D,18221.38
19165,D,237429.983
19166,D,38052.681
19179,D,175524.645
19183,D,93829.844
19187,D,26850.273999999998
19189,D,13270.735
19193,D,76536
19216,D,271601.804
19230,D,149154.315
19246,D,323467.058
19259,D,203546.953
19263,D,59401.365
19267,D,58494.352999999996
19271,D,62647.547000000006
19274,D,30497.544
19275,D,33670.299999999996
19288,D,308945.75
19304,D,217309.65399999998
19316,D,241627.962
19329,D,217712.165
19330,D,22421.985
19334,D,37812.401
19339,D,74989.064
19363,D,368542.47199999995
19404,D,617202.2429999999
19415,D,130440.29800000001
19427,D,287350.655
19438,D,140014.92500000002
19440,D,16396.892
19449,D,322567.13300000003
19455,D,116245.56
19457,D,104267.641
19461,D,78174.42
19465,D,62254.640999999996
19474,D,122747.688
19475,D,2705.928
19480,D,103145.97600000001
19489,D,91290.351
19498,D,196778.047
19500,D,16865.675
19502,D,17219.279
19510,D,104289.65
19515,D,63847.186
19523,D,144794.407
19524,D,566.302
19527,D,47115.451
